Epoch,Loss,Gradient_norm
1,79.37049135871763,0.26379727125779223
2,79.13177401008016,0.2629615780457836
3,79.06069321098103,0.26267869855044557
4,79.03050899797556,0.26255948058280065
5,79.01579712970124,0.2625093436935918
6,79.00814417920107,0.2624936389614245
7,79.00402779193388,0.26249677739718863
8,79.00177335850009,0.2625108660075446
9,79.00052600305987,0.26253160434887823
10,78.99983147738796,0.26255653068860885
11,78.99944291673718,0.2625841830262166
12,78.99922445924287,0.26261366634086514
13,78.99910080596025,0.2626444176943509
14,78.99903006048766,0.2626760740324555
15,78.99898886120924,0.2627083956726074
16,78.99896416611796,0.2627412209419861
17,78.99894868960237,0.2627744386671854
18,78.99893836032763,0.26280797111045906
19,78.99893090275287,0.2628417631427169
20,78.99892504492956,0.2628757752165011
21,78.99892007585723,0.2629099787038357
22,78.99891559809298,0.2629443527384633
23,78.9989113894699,0.26297888203652403
24,78.99890732579907,0.2630135553675501
25,78.99890333765919,0.26304836446659613
26,78.99889938624281,0.26308330325121104
27,78.99889544985366,0.2631183672525156
28,78.9988915163599,0.26315355319874695
29,78.99888757897516,0.263188858708626
30,78.99888363390062,0.26322428206456105
31,78.99887967900719,0.26325982204432063
32,78.9988757130989,0.26329547779576856
33,78.99887173550137,0.2633312487434595
34,78.99886774583133,0.263367134518884
35,78.99886374386884,0.2634031349083161
36,78.99885972948503,0.2634392498137869
37,78.99885570260196,0.26347547922386017
38,78.99885166317034,0.2635118231917378
39,78.9988476111571,0.2635482818188483
40,78.99884354653811,0.26358485524254194
41,78.99883946929491,0.26362154362686
42,78.99883537941174,0.26365834715561026
43,78.99883127687501,0.2636952660271673
44,78.99882716167221,0.26373230045057006
45,78.99882303379182,0.26376945064258756
46,78.9988188932229,0.2638067168255137
47,78.99881473995504,0.2638440992255072
48,78.99881057397839,0.2638815980713408
49,78.99880639528374,0.2639192135934567
50,78.99880220386196,0.26395694602325254
51,78.99879799970466,0.26399479559253924
52,78.99879378280392,0.26403276253312835
53,78.99878955315206,0.2640708470765162
54,78.99878531074208,0.26410904945363994
55,78.99878105556743,0.26414736989468945
56,78.99877678762199,0.2641858086289578
57,78.99877250690002,0.2642243658847243
58,78.9987682133966,0.2642630418891586
59,78.99876390710692,0.2643018368682428
60,78.99875958802703,0.26434075104670596
61,78.99875525615329,0.2643797846479675
62,78.99875091148249,0.2644189378940888
63,78.99874655401229,0.26445821100572897
64,78.99874218374062,0.2644976042021044
65,78.99873780066609,0.2645371177009518
66,78.99873340478773,0.26457675171849304
67,78.99872899610526,0.2646165064694009
68,78.99872457461888,0.2646563821667664
69,78.99872014032955,0.2646963790220667
70,78.99871569323852,0.2647364972451333
71,78.9987112333479,0.2647767370441205
72,78.99870676066027,0.2648170986254742
73,78.9987022751789,0.2648575821939002
74,78.99869777690758,0.26489818795233344
75,78.9986932658507,0.2649389161019059
76,78.99868874201351,0.26497976684191504
77,78.9986842054017,0.26502074036979223
78,78.99867965602168,0.2650618368810701
79,78.99867509388038,0.26510305656935074
80,78.9986705189857,0.2651443996262727
81,78.998665931346,0.26518586624147833
82,78.99866133097031,0.26522745660258035
83,78.99865671786847,0.2652691708951286
84,78.99865209205097,0.26531100930257656
85,78.99864745352879,0.2653529720062466
86,78.99864280231422,0.2653950591852964
87,78.99863813841962,0.2654372710166839
88,78.99863346185853,0.26547960767513246
89,78.99862877264499,0.26552206933309563
90,78.998624070794,0.2655646561607219
91,78.99861935632102,0.26560736832581805
92,78.99861462924262,0.26565020599381395
93,78.99860988957595,0.2656931693277255
94,78.9986051373391,0.2657362584881181
95,78.9986003725507,0.2657794736330694
96,78.99859559523048,0.26582281491813214
97,78.99859080539889,0.2658662824962961
98,78.99858600307715,0.26590987651795056
99,78.99858118828739,0.26595359713084543
100,78.99857636105257,0.2659974444800531
