Epoch,Loss,Gradient_norm
1,79.20890785822981,0.3036653051527638
2,79.08659970633316,0.3032478187423093
3,79.04147785597635,0.3030962085956589
4,79.02086680920317,0.30303928134737934
5,79.01053595858403,0.30302456888154794
6,79.00511602646597,0.3030308592495262
7,79.00220376303463,0.303048247126932
8,79.00061819971452,0.303071721783294
9,78.99974812372875,0.3030986292535735
10,78.99926795989077,0.3031275243760359
11,78.99900149640104,0.30315760576283274
12,78.99885251887586,0.3031884228759686
13,78.99876823809537,0.3032197193182538
14,78.99871961394383,0.3032513473565414
15,78.99869064814938,0.3032832207003967
16,78.99867252050078,0.30331528816570325
17,78.99866036630026,0.3033475188628773
18,78.99865150196365,0.3033798937948774
19,78.99864444699216,0.30341240104474876
20,78.99863838460314,0.3034450329874158
21,78.99863286419384,0.3034777846520885
22,78.99862763718977,0.3035106527449164
23,78.99862256647715,0.30354363505488036
24,78.9986175764345,0.30357673008522384
25,78.99861262536426,0.303609936819792
26,78.9986076902837,0.30364325457158187
27,78.99860275853437,0.30367668288242894
28,78.99859782315349,0.3037102214552
29,78.99859288032067,0.3037438701071141
30,78.99858792794937,0.30377762873708997
31,78.99858296491031,0.3038114973025981
32,78.99857799060287,0.30384547580306676
33,78.99857300471842,0.30387956426787943
34,78.9985680071105,0.30391376274762927
35,78.99856299772244,0.30394807130771123
36,78.99855797654769,0.30398249002360245
37,78.99855294360813,0.3040170189773742
38,78.99854789894218,0.30405165825510255
39,78.99854284259752,0.3040864079449413
40,78.99853777462808,0.3041212681356817
41,78.99853269509151,0.304156238915672
42,78.99852760404822,0.3041913203720029
43,78.99852250156108,0.3042265125898902
44,78.99851738769446,0.30426181565220284
45,78.99851226251471,0.3042972296391006
46,78.99850712608945,0.30433275462775006
47,78.9985019784881,0.3043683906921016
48,78.99849681978148,0.30440413790270987
49,78.99849165004191,0.30443999632658697
50,78.99848646934316,0.30447596602708027
51,78.99848127776053,0.30451204706376744
52,78.99847607537099,0.30454823949236537
53,78.99847086225274,0.30458454336464835
54,78.99846563848568,0.304620958728374
55,78.99846040415126,0.3046574856272136
56,78.9984551593325,0.30469412410068725
57,78.99844990411398,0.304730874184101
58,78.99844463858182,0.3047677359084865
59,78.99843936282382,0.30480470930054127
60,78.99843407692917,0.3048417943825713
61,78.99842878098897,0.3048789911724329
62,78.99842347509582,0.30491629968347567
63,78.998418159344,0.30495371992448594
64,78.99841283382922,0.3049912518996293
65,78.99840749864931,0.3050288956083943
66,78.99840215390337,0.30506665104553576
67,78.99839679969227,0.30510451820101736
68,78.99839143611888,0.30514249705995505
69,78.99838606328736,0.3051805876025595
70,78.99838068130396,0.3052187898040789
71,78.99837529027626,0.30525710363474123
72,78.99836989031417,0.3052955290596969
73,78.99836448152871,0.3053340660389603
74,78.99835906403327,0.3053727145273517
75,78.99835363794247,0.3054114744744395
76,78.99834820337308,0.3054503458244811
77,78.99834276044379,0.30548932851636434
78,78.99833730927458,0.3055284224835487
79,78.99833184998776,0.3055676276540066
80,78.99832638270726,0.3056069439501633
81,78.99832090755885,0.30564637128883854
82,78.99831542467022,0.3056859095811865
83,78.99830993417092,0.3057255587326363
84,78.99830443619229,0.3057653186428321
85,78.99829893086762,0.3058051892055735
86,78.99829341833208,0.3058451703087553
87,78.99828789872268,0.30588526183430764
88,78.99828237217848,0.3059254636581355
89,78.99827683884038,0.30596577565005884
90,78.99827129885115,0.306006197673752
91,78.99826575235551,0.30604672958668344
92,78.99826019950028,0.30608737124005536
93,78.99825464043394,0.30612812247874294
94,78.9982490753072,0.30616898314123436
95,78.99824350427258,0.30620995305957
96,78.99823792748455,0.306251032059282
97,78.9982323450997,0.30629221995933376
98,78.99822675727653,0.30633351657205965
99,78.99822116417545,0.3063749217031043
100,78.99821556595884,0.3064164351513628
